"Series";"Sex";"Age";"Frequency";"Country";"Time";"Value";"Flags"
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"1996";419;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"1996";211;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"1996";208;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"1996";4633;
"Employment";"Men";"40 to 44";"Annual";"Germany";"1996";2596;
"Employment";"Women";"40 to 44";"Annual";"Germany";"1996";2037;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"1996";5011;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"1996";2782;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"1996";2229;
"Population";"All persons";"40 to 44";"Annual";"Germany";"1996";5773;
"Population";"Men";"40 to 44";"Annual";"Germany";"1996";2906;
"Population";"Women";"40 to 44";"Annual";"Germany";"1996";2867;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"1996";378;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"1996";186;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"1996";192;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"1996";4174;
"Employment";"Men";"45 to 49";"Annual";"Germany";"1996";2369;
"Employment";"Women";"45 to 49";"Annual";"Germany";"1996";1805;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"1996";4522;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"1996";2541;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"1996";1981;
"Population";"All persons";"45 to 49";"Annual";"Germany";"1996";5333;
"Population";"Men";"45 to 49";"Annual";"Germany";"1996";2684;
"Population";"Women";"45 to 49";"Annual";"Germany";"1996";2649;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"1996";348;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"1996";172;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"1996";176;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"1996";3657;
"Employment";"Men";"50 to 54";"Annual";"Germany";"1996";2137;
"Employment";"Women";"50 to 54";"Annual";"Germany";"1996";1520;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"1996";4022;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"1996";2326;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"1996";1696;
"Population";"All persons";"50 to 54";"Annual";"Germany";"1996";5082;
"Population";"Men";"50 to 54";"Annual";"Germany";"1996";2568;
"Population";"Women";"50 to 54";"Annual";"Germany";"1996";2514;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"1996";365;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"1996";189;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"1996";176;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"1996";3313;
"Employment";"Men";"55 to 59";"Annual";"Germany";"1996";2008;
"Employment";"Women";"55 to 59";"Annual";"Germany";"1996";1305;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"1996";3918;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"1996";2340;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"1996";1578;
"Population";"All persons";"55 to 59";"Annual";"Germany";"1996";6275;
"Population";"Men";"55 to 59";"Annual";"Germany";"1996";3159;
"Population";"Women";"55 to 59";"Annual";"Germany";"1996";3116;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"1996";605;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"1996";332;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"1996";273;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"1996";866;
"Employment";"Men";"60 to 64";"Annual";"Germany";"1996";609;
"Employment";"Women";"60 to 64";"Annual";"Germany";"1996";257;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"1996";938;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"1996";662;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"1996";276;
"Population";"All persons";"60 to 64";"Annual";"Germany";"1996";4732;
"Population";"Men";"60 to 64";"Annual";"Germany";"1996";2305;
"Population";"Women";"60 to 64";"Annual";"Germany";"1996";2427;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"1996";72;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"1996";53;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"1996";19;
"Employment";"All persons";"Total";"Annual";"Germany";"1996";36045;
"Employment";"Men";"Total";"Annual";"Germany";"1996";20742;
"Employment";"Women";"Total";"Annual";"Germany";"1996";15303;
"Labour Force";"All persons";"Total";"Annual";"Germany";"1996";39550;
"Labour Force";"Men";"Total";"Annual";"Germany";"1996";22617;
"Labour Force";"Women";"Total";"Annual";"Germany";"1996";16933;
"Population";"All persons";"Total";"Annual";"Germany";"1996";55551;
"Population";"Men";"Total";"Annual";"Germany";"1996";28195;
"Population";"Women";"Total";"Annual";"Germany";"1996";27356;
"Unemployment";"All persons";"Total";"Annual";"Germany";"1996";3505;
"Unemployment";"Men";"Total";"Annual";"Germany";"1996";1875;
"Unemployment";"Women";"Total";"Annual";"Germany";"1996";1630;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"1997";1293;
"Employment";"Men";"15 to 19";"Annual";"Germany";"1997";747;
"Employment";"Women";"15 to 19";"Annual";"Germany";"1997";546;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"1997";1420;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"1997";814;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"1997";606;
"Population";"All persons";"15 to 19";"Annual";"Germany";"1997";4605;
"Population";"Men";"15 to 19";"Annual";"Germany";"1997";2364;
"Population";"Women";"15 to 19";"Annual";"Germany";"1997";2241;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"1997";127;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"1997";67;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"1997";60;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"1997";2842;
"Employment";"Men";"20 to 24";"Annual";"Germany";"1997";1550;
"Employment";"Women";"20 to 24";"Annual";"Germany";"1997";1292;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"1997";3185;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"1997";1758;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"1997";1427;
"Population";"All persons";"20 to 24";"Annual";"Germany";"1997";4419;
"Population";"Men";"20 to 24";"Annual";"Germany";"1997";2291;
"Population";"Women";"20 to 24";"Annual";"Germany";"1997";2128;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"1997";343;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"1997";208;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"1997";135;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"1997";4334;
"Employment";"Men";"25 to 29";"Annual";"Germany";"1997";2390;
"Employment";"Women";"25 to 29";"Annual";"Germany";"1997";1944;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"1997";4766;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"1997";2639;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"1997";2127;
"Population";"All persons";"25 to 29";"Annual";"Germany";"1997";5891;
"Population";"Men";"25 to 29";"Annual";"Germany";"1997";3042;
"Population";"Women";"25 to 29";"Annual";"Germany";"1997";2849;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"1997";432;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"1997";249;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"1997";183;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"1997";5296;
"Employment";"Men";"30 to 34";"Annual";"Germany";"1997";3074;
"Employment";"Women";"30 to 34";"Annual";"Germany";"1997";2222;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"1997";5794;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"1997";3342;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"1997";2452;
"Population";"All persons";"30 to 34";"Annual";"Germany";"1997";6844;
"Population";"Men";"30 to 34";"Annual";"Germany";"1997";3516;
"Population";"Women";"30 to 34";"Annual";"Germany";"1997";3328;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"1997";498;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"1997";268;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"1997";230;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"1997";4998;
"Employment";"Men";"35 to 39";"Annual";"Germany";"1997";2881;
"Employment";"Women";"35 to 39";"Annual";"Germany";"1997";2117;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"1997";5491;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"1997";3123;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"1997";2368;
"Population";"All persons";"35 to 39";"Annual";"Germany";"1997";6392;
"Population";"Men";"35 to 39";"Annual";"Germany";"1997";3256;
"Population";"Women";"35 to 39";"Annual";"Germany";"1997";3136;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"1997";493;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"1997";242;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"1997";251;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"1997";4659;
"Employment";"Men";"40 to 44";"Annual";"Germany";"1997";2591;
"Employment";"Women";"40 to 44";"Annual";"Germany";"1997";2068;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"1997";5091;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"1997";2809;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"1997";2282;
"Population";"All persons";"40 to 44";"Annual";"Germany";"1997";5830;
"Population";"Men";"40 to 44";"Annual";"Germany";"1997";2926;
"Population";"Women";"40 to 44";"Annual";"Germany";"1997";2904;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"1997";432;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"1997";218;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"1997";214;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"1997";4324;
"Employment";"Men";"45 to 49";"Annual";"Germany";"1997";2433;
"Employment";"Women";"45 to 49";"Annual";"Germany";"1997";1891;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"1997";4732;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"1997";2635;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"1997";2097;
"Population";"All persons";"45 to 49";"Annual";"Germany";"1997";5522;
"Population";"Men";"45 to 49";"Annual";"Germany";"1997";2778;
"Population";"Women";"45 to 49";"Annual";"Germany";"1997";2744;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"1997";408;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"1997";202;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"1997";206;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"1997";3440;
"Employment";"Men";"50 to 54";"Annual";"Germany";"1997";2003;
"Employment";"Women";"50 to 54";"Annual";"Germany";"1997";1437;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"1997";3821;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"1997";2193;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"1997";1628;
"Population";"All persons";"50 to 54";"Annual";"Germany";"1997";4794;
"Population";"Men";"50 to 54";"Annual";"Germany";"1997";2427;
"Population";"Women";"50 to 54";"Annual";"Germany";"1997";2367;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"1997";381;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"1997";190;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"1997";191;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"1997";3410;
"Employment";"Men";"55 to 59";"Annual";"Germany";"1997";2047;
"Employment";"Women";"55 to 59";"Annual";"Germany";"1997";1363;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"1997";4121;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"1997";2437;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"1997";1684;
"Population";"All persons";"55 to 59";"Annual";"Germany";"1997";6386;
"Population";"Men";"55 to 59";"Annual";"Germany";"1997";3223;
"Population";"Women";"55 to 59";"Annual";"Germany";"1997";3163;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"1997";711;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"1997";390;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"1997";321;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"1997";936;
"Employment";"Men";"60 to 64";"Annual";"Germany";"1997";659;
"Employment";"Women";"60 to 64";"Annual";"Germany";"1997";277;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"1997";1012;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"1997";714;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"1997";298;
"Population";"All persons";"60 to 64";"Annual";"Germany";"1997";4976;
"Population";"Men";"60 to 64";"Annual";"Germany";"1997";2442;
"Population";"Women";"60 to 64";"Annual";"Germany";"1997";2534;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"1997";76;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"1997";55;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"1997";21;
"Employment";"All persons";"Total";"Annual";"Germany";"1997";35899;
"Employment";"Men";"Total";"Annual";"Germany";"1997";20603;
"Employment";"Women";"Total";"Annual";"Germany";"1997";15296;
"Labour Force";"All persons";"Total";"Annual";"Germany";"1997";39806;
"Labour Force";"Men";"Total";"Annual";"Germany";"1997";22695;
"Labour Force";"Women";"Total";"Annual";"Germany";"1997";17111;
"Population";"All persons";"Total";"Annual";"Germany";"1997";55659;
"Population";"Men";"Total";"Annual";"Germany";"1997";28265;
"Population";"Women";"Total";"Annual";"Germany";"1997";27394;
"Unemployment";"All persons";"Total";"Annual";"Germany";"1997";3907;
"Unemployment";"Men";"Total";"Annual";"Germany";"1997";2092;
"Unemployment";"Women";"Total";"Annual";"Germany";"1997";1815;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"1998";1332;
"Employment";"Men";"15 to 19";"Annual";"Germany";"1998";769;
"Employment";"Women";"15 to 19";"Annual";"Germany";"1998";563;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"1998";1449;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"1998";834;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"1998";615;
"Population";"All persons";"15 to 19";"Annual";"Germany";"1998";4658;
"Population";"Men";"15 to 19";"Annual";"Germany";"1998";2377;
"Population";"Women";"15 to 19";"Annual";"Germany";"1998";2281;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"1998";117;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"1998";65;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"1998";52;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"1998";2878;
"Employment";"Men";"20 to 24";"Annual";"Germany";"1998";1578;
"Employment";"Women";"20 to 24";"Annual";"Germany";"1998";1300;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"1998";3179;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"1998";1764;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"1998";1415;
"Population";"All persons";"20 to 24";"Annual";"Germany";"1998";4361;
"Population";"Men";"20 to 24";"Annual";"Germany";"1998";2269;
"Population";"Women";"20 to 24";"Annual";"Germany";"1998";2092;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"1998";301;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"1998";186;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"1998";115;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"1998";4123;
"Employment";"Men";"25 to 29";"Annual";"Germany";"1998";2271;
"Employment";"Women";"25 to 29";"Annual";"Germany";"1998";1852;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"1998";4495;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"1998";2485;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"1998";2010;
"Population";"All persons";"25 to 29";"Annual";"Germany";"1998";5521;
"Population";"Men";"25 to 29";"Annual";"Germany";"1998";2838;
"Population";"Women";"25 to 29";"Annual";"Germany";"1998";2683;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"1998";372;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"1998";214;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"1998";158;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"1998";5376;
"Employment";"Men";"30 to 34";"Annual";"Germany";"1998";3095;
"Employment";"Women";"30 to 34";"Annual";"Germany";"1998";2281;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"1998";5842;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"1998";3342;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"1998";2500;
"Population";"All persons";"30 to 34";"Annual";"Germany";"1998";6798;
"Population";"Men";"30 to 34";"Annual";"Germany";"1998";3490;
"Population";"Women";"30 to 34";"Annual";"Germany";"1998";3308;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"1998";466;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"1998";247;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"1998";219;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"1998";5207;
"Employment";"Men";"35 to 39";"Annual";"Germany";"1998";2986;
"Employment";"Women";"35 to 39";"Annual";"Germany";"1998";2221;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"1998";5676;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"1998";3219;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"1998";2457;
"Population";"All persons";"35 to 39";"Annual";"Germany";"1998";6526;
"Population";"Men";"35 to 39";"Annual";"Germany";"1998";3323;
"Population";"Women";"35 to 39";"Annual";"Germany";"1998";3203;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"1998";469;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"1998";233;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"1998";236;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"1998";4759;
"Employment";"Men";"40 to 44";"Annual";"Germany";"1998";2650;
"Employment";"Women";"40 to 44";"Annual";"Germany";"1998";2109;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"1998";5183;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"1998";2863;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"1998";2320;
"Population";"All persons";"40 to 44";"Annual";"Germany";"1998";5887;
"Population";"Men";"40 to 44";"Annual";"Germany";"1998";2969;
"Population";"Women";"40 to 44";"Annual";"Germany";"1998";2918;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"1998";424;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"1998";213;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"1998";211;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"1998";4490;
